|fn_cv|fp_cv|k_cv
267|0.361809045|5.507537688|200
268|0.361809045|5.527638191|200
269|0.361809045|5.567839196|200
270|0.361809045|5.547738693|200
271|0.361809045|5.567839196|200
272|0.361809045|5.547738693|200
273|0.361809045|5.527638191|200
274|0.361809045|5.527638191|200
275|0.32160804|5.567839196|200
276|0.361809045|5.567839196|200
277|0.361809045|5.527638191|200
278|0.361809045|5.527638191|200
279|0.361809045|5.487437186|200
280|0.361809045|5.567839196|200
281|0.361809045|5.507537688|200
282|0.361809045|5.547738693|200
283|0.361809045|5.507537688|200
284|0.361809045|5.567839196|200
285|0.361809045|5.547738693|200
286|0.361809045|5.567839196|200
287|0.64321608|5.286432161|200
288|0.361809045|5.567839196|200
289|0.361809045|5.467336683|200
290|0.361809045|5.507537688|200
291|0.361809045|5.507537688|200
292|0.361809045|5.527638191|200
293|0.361809045|5.507537688|200
294|0.361809045|5.507537688|200
295|0.361809045|5.507537688|200
296|0.361809045|5.567839196|200
297|0.361809045|5.547738693|200
298|0.361809045|5.527638191|200
299|0.361809045|5.527638191|200
300|0.361809045|5.527638191|200
301|0.361809045|5.547738693|200
302|0.341708543|5.567839196|200
303|0.341708543|5.547738693|200
304|0.64321608|5.266331658|200
305|0.341708543|5.547738693|200
306|0.361809045|5.547738693|200
307|0.361809045|5.527638191|200
308|0.361809045|5.547738693|200
309|0.361809045|5.527638191|200
310|0.361809045|5.567839196|200
311|0.361809045|5.547738693|200
312|0.361809045|5.547738693|200
313|0.361809045|5.567839196|200
314|0.361809045|5.567839196|200
315|0.64321608|5.226130653|200
316|0.341708543|5.527638191|200
317|0.361809045|5.567839196|200
318|0.361809045|5.547738693|200
319|0.361809045|5.527638191|200
320|0.64321608|5.246231156|200
321|0.361809045|5.547738693|200
322|0.64321608|5.266331658|200
323|0.64321608|5.226130653|200
324|0.341708543|5.567839196|200
325|0.361809045|5.527638191|200
326|0.361809045|5.507537688|200
327|0.361809045|5.527638191|200
328|0.361809045|5.547738693|200
329|0.361809045|5.567839196|200
330|0.361809045|5.467336683|200
331|0.361809045|5.567839196|200
332|0.361809045|5.567839196|200
333|0.361809045|5.567839196|200
334|0.341708543|5.547738693|200
335|0.361809045|5.527638191|200
336|0.361809045|5.527638191|200
337|0.361809045|5.507537688|200
338|0.361809045|5.547738693|200
339|0.32160804|5.527638191|200
340|0.64321608|5.286432161|200
341|0.361809045|5.567839196|200
342|0.361809045|5.507537688|200
343|0.361809045|5.547738693|200
344|0.361809045|5.527638191|200
345|0.361809045|5.547738693|200
346|0.361809045|5.527638191|200
347|0.361809045|5.567839196|200
348|0.64321608|5.226130653|200
349|0.361809045|5.547738693|200
350|0.36093844|5.554441548|400
351|0.36093844|5.514337277|400
352|0.36093844|5.534389412|400
353|0.36093844|5.494285141|400
354|0.36093844|5.534389412|400
355|0.36093844|5.554441548|400
356|0.36093844|5.534389412|400
357|0.36093844|5.514337277|400
358|0.36093844|5.534389412|400
359|0.36093844|5.514337277|400
360|0.36093844|5.534389412|400
361|0.36093844|5.534389412|400
362|0.36093844|5.534389412|400
363|0.36093844|5.534389412|400
364|0.36093844|5.514337277|400
365|0.36093844|5.554441548|400
366|0.36093844|5.554441548|400
367|0.36093844|5.554441548|400
368|0.36093844|5.534389412|400
369|0.36093844|5.554441548|400
370|0.36093844|5.514337277|400
371|0.36093844|5.534389412|400
372|0.621616202|5.27371165|400
373|0.36093844|5.534389412|400
374|0.340886304|5.514337277|400
375|0.36093844|5.554441548|400
376|0.36093844|5.554441548|400
377|0.36093844|5.554441548|400
378|0.36093844|5.554441548|400
379|0.36093844|5.534389412|400
380|0.36093844|5.534389412|400
381|0.36093844|5.494285141|400
382|0.36093844|5.554441548|400
383|0.36093844|5.554441548|400
384|0.340886304|5.534389412|400
385|0.36093844|5.514337277|400
386|0.36093844|5.554441548|400
387|0.36093844|5.554441548|400
388|0.36093844|5.534389412|400
389|0.36093844|5.554441548|400
390|0.641668338|5.253659515|400
391|0.36093844|5.554441548|400
392|0.36093844|5.534389412|400
393|0.36093844|5.534389412|400
394|0.36093844|5.554441548|400
395|0.36093844|5.554441548|400
396|0.36093844|5.514337277|400
397|0.36093844|5.554441548|400
398|0.36093844|5.554441548|400
399|0.36093844|5.534389412|400
400|0.36093844|5.554441548|400
401|0.340886304|5.554441548|400
402|0.36093844|5.554441548|400
403|0.36093844|5.554441548|400
404|0.36093844|5.534389412|400
405|0.36093844|5.534389412|400
406|0.340886304|5.554441548|400
407|0.36093844|5.554441548|400
408|0.36093844|5.534389412|400
409|0.36093844|5.534389412|400
410|0.36093844|5.514337277|400
411|0.36093844|5.534389412|400
412|0.36093844|5.554441548|400
413|0.36093844|5.534389412|400
414|0.36093844|5.534389412|400
415|0.36093844|5.534389412|400
416|0.36093844|5.554441548|400
417|0.36093844|5.554441548|400
418|0.36093844|5.514337277|400
419|0.36093844|5.534389412|400
420|0.641668338|5.27371165|400
421|0.36093844|5.514337277|400
422|0.340886304|5.554441548|400
423|0.36093844|5.534389412|400
424|0.36093844|5.514337277|400
425|0.36093844|5.554441548|400
426|0.36093844|5.554441548|400
427|0.36093844|5.554441548|400
428|0.36093844|5.534389412|400
429|0.36093844|5.494285141|400
430|0.36093844|5.514337277|400
431|0.36093844|5.554441548|400
432|0.36093844|5.534389412|400
433|0.36093844|5.534389412|400
434|0.36093844|5.534389412|400
435|0.36093844|5.534389412|400
436|0.36093844|5.534389412|400
437|0.36093844|5.554441548|400
438|0.36093844|5.554441548|400
439|0.36093844|5.554441548|400
440|0.36093844|5.554441548|400
441|0.36093844|5.514337277|400
442|0.36093844|5.514337277|400
443|0.36093844|5.554441548|400
444|0.36093844|5.554441548|400
445|0.36093844|5.534389412|400
446|0.36093844|5.494285141|400
447|0.36093844|5.554441548|400
448|0.36093844|5.554441548|400
449|0.36093844|5.514337277|400
450|0.36093844|5.554441548|400
451|0.36093844|5.514337277|400
452|0.36093844|5.554441548|400
453|0.36093844|5.534389412|400
454|0.36093844|5.554441548|400
455|0.36093844|5.534389412|400
456|0.36093844|5.534389412|400
457|0.36093844|5.534389412|400
458|0.36093844|5.554441548|400
459|0.36093844|5.514337277|400
460|0.36093844|5.514337277|400
461|0.36093844|5.554441548|400
462|0.36093844|5.534389412|400
463|0.36093844|5.534389412|400
464|0.36093844|5.534389412|400
465|0.36093844|5.554441548|400
466|0.36093844|5.534389412|400
467|0.641668338|5.253659515|400
468|0.36093844|5.554441548|400
469|0.36093844|5.554441548|400
470|0.36093844|5.534389412|400
471|0.36093844|5.554441548|400
472|0.36093844|5.534389412|400
473|0.36093844|5.534389412|400
474|0.36093844|5.554441548|400
475|0.36093844|5.534389412|400
476|0.36093844|5.514337277|400
477|0.36093844|5.554441548|400
478|0.36093844|5.554441548|400
479|0.36093844|5.534389412|400
480|0.36093844|5.534389412|400
481|0.36093844|5.554441548|400
482|0.36093844|5.554441548|400
483|0.36093844|5.554441548|400
484|0.36093844|5.534389412|400
485|0.36093844|5.534389412|400
486|0.36093844|5.494285141|400
487|0.36093844|5.514337277|400
488|0.36093844|5.554441548|400
489|0.36093844|5.534389412|400
490|0.36093844|5.554441548|400
491|0.36093844|5.534389412|400
492|0.36093844|5.534389412|400
493|0.36093844|5.534389412|400
494|0.36093844|5.554441548|400
495|0.36093844|5.514337277|400
496|0.340886304|5.534389412|400
497|0.36093844|5.534389412|400
498|0.36093844|5.554441548|400
499|0.36093844|5.554441548|400
500|0.36093844|5.554441548|400
501|0.36093844|5.534389412|400
502|0.36093844|5.554441548|400
503|0.36093844|5.554441548|400
504|0.36093844|5.534389412|400
505|0.36093844|5.534389412|400
506|0.36093844|5.514337277|400
507|0.36093844|5.554441548|400
508|0.36093844|5.554441548|400
509|0.36093844|5.514337277|400
510|0.36093844|5.554441548|400
511|0.36093844|5.554441548|400
512|0.36093844|5.554441548|400
513|0.36093844|5.554441548|400
514|0.36093844|5.554441548|400
515|0.36093844|5.534389412|400
516|0.36093844|5.534389412|400
517|0.36093844|5.514337277|400
518|0.36093844|5.514337277|400
519|0.621616202|5.253659515|400
520|0.36093844|5.534389412|400
521|0.36093844|5.534389412|400
522|0.36093844|5.554441548|400
523|0.36093844|5.514337277|400
524|0.36093844|5.534389412|400
525|0.36093844|5.554441548|400
526|0.36093844|5.534389412|400
527|0.36093844|5.554441548|400
528|0.641668338|5.233607379|400
529|0.340886304|5.534389412|400
530|0.36093844|5.554441548|400
531|0.36093844|5.554441548|400
532|0.36093844|5.534389412|400
533|0.340886304|5.514337277|400
534|0.36093844|5.534389412|400
535|0.36093844|5.554441548|400
536|0.340886304|5.514337277|400
537|0.36093844|5.554441548|400
538|0.36093844|5.514337277|400
539|0.36093844|5.534389412|400
540|0.36093844|5.534389412|400
541|0.36093844|5.534389412|400
542|0.36093844|5.534389412|400
543|0.36093844|5.534389412|400
544|0.36093844|5.554441548|400
545|0.36093844|5.534389412|400
546|0.36093844|5.534389412|400
547|0.36093844|5.554441548|400
548|0.36093844|5.514337277|400
549|0.36093844|5.534389412|400
550|0.360866079|5.553327987|400
551|0.360866079|5.553327987|400
552|0.360866079|5.553327987|400
553|0.360866079|5.553327987|400
554|0.360866079|5.553327987|400
555|0.360866079|5.533279872|400
556|0.360866079|5.553327987|400
557|0.360866079|5.513231756|400
558|0.360866079|5.533279872|400
559|0.360866079|5.553327987|400
560|0.360866079|5.513231756|400
561|0.360866079|5.553327987|400
562|0.360866079|5.553327987|400
563|0.360866079|5.493183641|400
564|0.360866079|5.533279872|400
565|0.360866079|5.533279872|400
566|0.360866079|5.533279872|400
567|0.360866079|5.533279872|400
568|0.340817963|5.553327987|400
569|0.360866079|5.553327987|400
570|0.360866079|5.553327987|400
571|0.360866079|5.553327987|400
572|0.360866079|5.493183641|400
573|0.360866079|5.533279872|400
574|0.360866079|5.533279872|400
575|0.360866079|5.513231756|400
576|0.360866079|5.553327987|400
577|0.360866079|5.533279872|400
578|0.360866079|5.533279872|400
579|0.360866079|5.553327987|400
580|0.360866079|5.553327987|400
581|0.360866079|5.533279872|400
582|0.360866079|5.533279872|400
583|0.360866079|5.553327987|400
584|0.360866079|5.533279872|400
585|0.641539695|5.252606255|400
586|0.360866079|5.533279872|400
587|0.360866079|5.553327987|400
588|0.360866079|5.533279872|400
589|0.360866079|5.533279872|400
590|0.360866079|5.513231756|400
591|0.360866079|5.553327987|400
592|0.360866079|5.533279872|400
593|0.360866079|5.553327987|400
594|0.360866079|5.513231756|400
595|0.360866079|5.553327987|400
596|0.360866079|5.553327987|400
597|0.360866079|5.553327987|400
598|0.360866079|5.553327987|400
599|0.360866079|5.553327987|400
600|0.360866079|5.553327987|400
601|0.360866079|5.553327987|400
602|0.360866079|5.493183641|400
603|0.360866079|5.553327987|400
604|0.360866079|5.553327987|400
605|0.360866079|5.553327987|400
606|0.360866079|5.553327987|400
607|0.340817963|5.553327987|400
608|0.360866079|5.553327987|400
609|0.360866079|5.553327987|400
610|0.360866079|5.553327987|400
611|0.360866079|5.553327987|400
612|0.360866079|5.513231756|400
613|0.360866079|5.553327987|400
614|0.360866079|5.553327987|400
615|0.360866079|5.533279872|400
616|0.360866079|5.553327987|400
617|0.641539695|5.252606255|400
618|0.360866079|5.553327987|400
619|0.360866079|5.553327987|400
620|0.360866079|5.553327987|400
621|0.360866079|5.553327987|400
622|0.360866079|5.533279872|400
623|0.360866079|5.533279872|400
624|0.360866079|5.533279872|400
625|0.360866079|5.533279872|400
626|0.360866079|5.513231756|400
627|0.360866079|5.553327987|400
628|0.360866079|5.553327987|400
629|0.360866079|5.533279872|400
630|0.360866079|5.533279872|400
631|0.360866079|5.553327987|400
632|0.360866079|5.553327987|400
633|0.360866079|5.553327987|400
634|0.360866079|5.553327987|400
635|0.360866079|5.553327987|400
636|0.340817963|5.533279872|400
637|0.360866079|5.533279872|400
638|0.360866079|5.533279872|400
639|0.360866079|5.533279872|400
640|0.360866079|5.553327987|400
641|0.360866079|5.533279872|400
642|0.641539695|5.27265437|400
643|0.360866079|5.553327987|400
644|0.360866079|5.553327987|400
645|0.360866079|5.513231756|400
646|0.360866079|5.533279872|400
647|0.360866079|5.553327987|400
648|0.360866079|5.553327987|400
649|0.360866079|5.513231756|400
650|0.360866079|5.533279872|400
651|0.360866079|5.553327987|400
652|0.360866079|5.553327987|400
653|0.360866079|5.553327987|400
654|0.360866079|5.533279872|400
655|0.360866079|5.533279872|400
656|0.360866079|5.553327987|400
657|0.360866079|5.553327987|400
658|0.360866079|5.553327987|400
659|0.360866079|5.533279872|400
660|0.360866079|5.533279872|400
661|0.360866079|5.553327987|400
662|0.360866079|5.533279872|400
663|0.360866079|5.553327987|400
664|0.360866079|5.553327987|400
665|0.360866079|5.513231756|400
666|0.360866079|5.553327987|400
667|0.360866079|5.533279872|400
668|0.360866079|5.513231756|400
669|0.360866079|5.553327987|400
670|0.360866079|5.553327987|400
671|0.360866079|5.553327987|400
672|0.360866079|5.553327987|400
673|0.360866079|5.533279872|400
674|0.360866079|5.533279872|400
675|0.360866079|5.533279872|400
676|0.360866079|5.513231756|400
677|0.360866079|5.533279872|400
678|0.360866079|5.533279872|400
679|0.360866079|5.553327987|400
680|0.360866079|5.553327987|400
681|0.360866079|5.533279872|400
682|0.360866079|5.533279872|400
683|0.641539695|5.252606255|400
684|0.360866079|5.533279872|400
685|0.340817963|5.553327987|400
686|0.360866079|5.553327987|400
687|0.360866079|5.553327987|400
688|0.360866079|5.533279872|400
689|0.360866079|5.553327987|400
690|0.360866079|5.513231756|400
691|0.360866079|5.553327987|400
692|0.360866079|5.553327987|400
693|0.641539695|5.27265437|400
694|0.360866079|5.533279872|400
695|0.360866079|5.533279872|400
696|0.340817963|5.553327987|400
697|0.360866079|5.553327987|400
698|0.360866079|5.553327987|400
699|0.360866079|5.513231756|400
700|0.360866079|5.533279872|400
701|0.340817963|5.513231756|400
702|0.360866079|5.533279872|400
703|0.360866079|5.533279872|400
704|0.360866079|5.513231756|400
705|0.360866079|5.513231756|400
706|0.641539695|5.27265437|400
707|0.360866079|5.533279872|400
708|0.641539695|5.23255814|400
709|0.360866079|5.533279872|400
710|0.360866079|5.553327987|400
711|0.360866079|5.533279872|400
712|0.360866079|5.553327987|400
713|0.641539695|5.252606255|400
714|0.360866079|5.553327987|400
715|0.360866079|5.533279872|400
716|0.360866079|5.553327987|400
717|0.360866079|5.533279872|400
718|0.360866079|5.553327987|400
719|0.360866079|5.513231756|400
720|0.360866079|5.553327987|400
721|0.360866079|5.553327987|400
722|0.360866079|5.553327987|400
723|0.340817963|5.553327987|400
724|0.360866079|5.533279872|400
725|0.360866079|5.553327987|400
726|0.360866079|5.553327987|400
727|0.360866079|5.553327987|400
728|0.360866079|5.553327987|400
729|0.360866079|5.553327987|400
730|0.340817963|5.553327987|400
731|0.360866079|5.553327987|400
732|0.360866079|5.553327987|400
733|0.360866079|5.553327987|400
734|0.360866079|5.553327987|400
735|0.360866079|5.533279872|400
736|0.360866079|5.553327987|400
737|0.360866079|5.513231756|400
738|0.360866079|5.533279872|400
739|0.360866079|5.533279872|400
740|0.360866079|5.533279872|400
741|0.360866079|5.553327987|400
742|0.360866079|5.533279872|400
743|0.360866079|5.553327987|400
744|0.360866079|5.553327987|400
745|0.360866079|5.553327987|400
746|0.360866079|5.533279872|400
747|0.360866079|5.553327987|400
748|0.360866079|5.533279872|400
749|0.360866079|5.533279872|400
750|0.360649169|5.529953917|600
751|0.641154077|5.269485073|600
752|0.360649169|5.529953917|600
753|0.360649169|5.509917852|600
754|0.360649169|5.549989982|600
755|0.360649169|5.529953917|600
756|0.360649169|5.529953917|600
757|0.360649169|5.509917852|600
758|0.360649169|5.549989982|600
759|0.360649169|5.549989982|600
760|0.360649169|5.529953917|600
761|0.360649169|5.549989982|600
762|0.360649169|5.549989982|600
763|0.360649169|5.509917852|600
764|0.360649169|5.549989982|600
765|0.360649169|5.529953917|600
766|0.360649169|5.529953917|600
767|0.360649169|5.549989982|600
768|0.360649169|5.509917852|600
769|0.360649169|5.549989982|600
770|0.360649169|5.549989982|600
771|0.360649169|5.529953917|600
772|0.360649169|5.549989982|600
773|0.360649169|5.529953917|600
774|0.360649169|5.549989982|600
775|0.360649169|5.529953917|600
776|0.360649169|5.549989982|600
777|0.360649169|5.549989982|600
778|0.360649169|5.529953917|600
779|0.360649169|5.549989982|600
780|0.340613104|5.549989982|600
781|0.360649169|5.549989982|600
782|0.360649169|5.529953917|600
783|0.360649169|5.549989982|600
784|0.360649169|5.529953917|600
785|0.360649169|5.549989982|600
786|0.360649169|5.549989982|600
787|0.360649169|5.549989982|600
788|0.360649169|5.549989982|600
789|0.360649169|5.529953917|600
790|0.360649169|5.549989982|600
791|0.360649169|5.529953917|600
792|0.360649169|5.529953917|600
793|0.360649169|5.549989982|600
794|0.340613104|5.549989982|600
795|0.360649169|5.549989982|600
796|0.360649169|5.549989982|600
797|0.360649169|5.529953917|600
798|0.360649169|5.529953917|600
799|0.360649169|5.509917852|600
800|0.360649169|5.549989982|600
801|0.360649169|5.549989982|600
802|0.360649169|5.549989982|600
803|0.340613104|5.549989982|600
804|0.360649169|5.549989982|600
805|0.360649169|5.549989982|600
806|0.360649169|5.529953917|600
807|0.360649169|5.529953917|600
808|0.360649169|5.529953917|600
809|0.340613104|5.549989982|600
810|0.360649169|5.549989982|600
811|0.360649169|5.529953917|600
812|0.360649169|5.549989982|600
813|0.360649169|5.529953917|600
814|0.360649169|5.549989982|600
815|0.360649169|5.549989982|600
816|0.360649169|5.549989982|600
817|0.360649169|5.549989982|600
818|0.360649169|5.549989982|600
819|0.360649169|5.509917852|600
820|0.360649169|5.529953917|600
821|0.360649169|5.549989982|600
822|0.360649169|5.549989982|600
823|0.360649169|5.549989982|600
824|0.360649169|5.549989982|600
825|0.360649169|5.549989982|600
826|0.360649169|5.509917852|600
827|0.360649169|5.549989982|600
828|0.360649169|5.529953917|600
829|0.360649169|5.509917852|600
830|0.360649169|5.549989982|600
831|0.360649169|5.549989982|600
832|0.360649169|5.529953917|600
833|0.360649169|5.509917852|600
834|0.360649169|5.549989982|600
835|0.621118012|5.269485073|600
836|0.360649169|5.549989982|600
837|0.360649169|5.529953917|600
838|0.360649169|5.549989982|600
839|0.360649169|5.529953917|600
840|0.360649169|5.509917852|600
841|0.360649169|5.549989982|600
842|0.340613104|5.549989982|600
843|0.360649169|5.529953917|600
844|0.360649169|5.529953917|600
845|0.360649169|5.549989982|600
846|0.360649169|5.529953917|600
847|0.360649169|5.509917852|600
848|0.360649169|5.529953917|600
849|0.360649169|5.489881787|600
850|0.641154077|5.269485073|600
851|0.360649169|5.529953917|600
852|0.360649169|5.529953917|600
853|0.360649169|5.549989982|600
854|0.360649169|5.529953917|600
855|0.360649169|5.529953917|600
856|0.360649169|5.549989982|600
857|0.360649169|5.529953917|600
858|0.360649169|5.529953917|600
859|0.360649169|5.529953917|600
860|0.360649169|5.549989982|600
861|0.360649169|5.529953917|600
862|0.360649169|5.509917852|600
863|0.360649169|5.549989982|600
864|0.360649169|5.549989982|600
865|0.360649169|5.549989982|600
866|0.360649169|5.549989982|600
867|0.360649169|5.529953917|600
868|0.360649169|5.529953917|600
869|0.360649169|5.529953917|600
870|0.360649169|5.529953917|600
871|0.360649169|5.529953917|600
