,fn_cv,fp_cv,k_cv
0,0.71111111111111114,4.5555555555555554,10
1,0.73333333333333328,4.8444444444444441,10
2,0.71111111111111114,4.9333333333333336,10
3,0.75555555555555554,4.8888888888888893,10
4,0.75555555555555554,4.7999999999999998,10
5,0.73333333333333328,4.8666666666666663,10
6,0.73333333333333328,4.822222222222222,10
7,0.73333333333333328,4.9555555555555557,10
8,0.75555555555555554,4.9333333333333336,10
9,0.77777777777777779,4.7999999999999998,10
10,0.75789473684210518,4.7368421052631584,20
11,0.69473684210526321,4.8421052631578947,20
12,0.71578947368421053,4.8210526315789473,20
13,0.73684210526315785,4.7789473684210524,20
14,0.69473684210526321,4.8631578947368421,20
15,0.73684210526315785,4.7999999999999998,20
16,0.73684210526315785,4.8631578947368421,20
17,0.75789473684210518,4.8421052631578947,20
18,0.75789473684210518,4.8842105263157896,20
19,0.75789473684210518,4.7999999999999998,20
20,0.71578947368421053,4.9263157894736844,20
21,0.77894736842105261,4.9684210526315793,20
22,0.77894736842105261,4.8210526315789473,20
23,0.73684210526315785,4.8631578947368421,20
24,0.75789473684210518,4.7999999999999998,20
25,0.65263157894736834,4.9473684210526319,20
26,0.77894736842105261,4.7368421052631584,20
27,0.75789473684210518,4.8842105263157896,20
28,0.71578947368421053,4.8842105263157896,20
29,0.77894736842105261,4.7368421052631584,20
30,0.76557003931305612,4.9451686323194703,30
31,0.70349679288226774,4.8624043037450857,30
32,0.74487895716945995,4.8210221394578934,30
33,0.68280571073867158,4.779639975170701,30
34,0.72418787502586379,4.9244775501758742,30
35,0.76557003931305612,4.8624043037450857,30
36,0.76557003931305612,4.903786468032278,30
37,0.76557003931305612,4.8830953858886819,30
38,0.74487895716945995,4.7382578108835096,30
39,0.74487895716945995,4.8210221394578934,30
40,0.74487895716945995,4.7589488930271058,30
41,0.74487895716945995,4.7589488930271058,30
42,0.70349679288226774,4.8417132216014895,30
43,0.70349679288226774,4.8210221394578934,30
44,0.70349679288226774,4.8210221394578934,30
45,0.74487895716945995,4.8624043037450857,30
46,0.72418787502586379,4.8830953858886819,30
47,0.74487895716945995,4.7382578108835096,30
48,0.76557003931305612,4.8624043037450857,30
49,0.74487895716945995,4.9244775501758742,30
50,0.76541166735622679,4.778651220521307,30
51,0.74472486553578821,4.8613984278030618,30
52,0.74472486553578821,4.778651220521307,30
53,0.76541166735622679,4.8407116259826228,30
54,0.72403806371534962,4.778651220521307,30
55,0.76541166735622679,4.8820852296234998,30
56,0.72403806371534962,4.8407116259826228,30
57,0.74472486553578821,4.8200248241621848,30
58,0.72403806371534962,4.9027720314439387,30
59,0.76541166735622679,4.9027720314439387,30
60,0.73846153846153839,4.8410256410256407,40
61,0.71794871794871795,4.8205128205128203,40
62,0.71794871794871795,4.7589743589743589,40
63,0.73846153846153839,4.8410256410256407,40
64,0.75897435897435894,4.7589743589743589,40
65,0.73846153846153839,4.7999999999999998,40
66,0.71794871794871795,4.861538461538462,40
67,0.71794871794871795,4.8410256410256407,40
68,0.75897435897435894,4.7999999999999998,40
69,0.6974358974358974,4.8410256410256407,40
70,0.73846153846153839,4.9230769230769234,40
71,0.75897435897435894,4.8820512820512825,40
72,0.75897435897435894,4.9025641025641029,40
73,0.73846153846153839,4.7794871794871794,40
74,0.73846153846153839,4.9230769230769234,40
75,0.75897435897435894,4.8410256410256407,40
76,0.73846153846153839,4.8410256410256407,40
77,0.73846153846153839,4.8410256410256407,40
78,0.73846153846153839,4.8820512820512825,40
79,0.75897435897435894,4.8205128205128203,40
80,0.73846153846153839,4.8820512820512825,40
81,0.75897435897435894,4.9230769230769234,40
82,0.73846153846153839,4.8410256410256407,40
83,0.71794871794871795,4.861538461538462,40
84,0.75897435897435894,4.7794871794871794,40
85,0.75897435897435894,4.8205128205128203,40
86,0.75897435897435894,4.861538461538462,40
87,0.73846153846153839,4.8410256410256407,40
88,0.75897435897435894,4.7999999999999998,40
89,0.71794871794871795,4.8205128205128203,40
90,0.75897435897435894,4.8820512820512825,40
91,0.75897435897435894,4.8410256410256407,40
92,0.6974358974358974,4.861538461538462,40
93,0.71794871794871795,4.8820512820512825,40
